tool	context	sample_size	rep	region	n_files	elapsed_sec	user_sec	sys_sec	max_rss_kb	exit_status
dmpp_list	CG	20	0047	chrX:33732914-33733256	20	0.08	0.06	0.01	12488	0
ballc	CG	20	0047	chrX:33732914-33733256	20	1.80	1.23	0.47	35116	0
ballc	CG	20	0048	chr20:7208269-7209333	20	1.84	1.25	0.46	35168	0
dmpp_list	CG	20	0048	chr20:7208269-7209333	20	0.21	0.05	0.01	14488	0
dmpp_list	CG	20	0049	chr2:236818024-236818461	20	0.15	0.06	0.01	12504	0
ballc	CG	20	0049	chr2:236818024-236818461	20	1.84	1.29	0.48	35100	0
ballc	CG	20	0050	chr13:55588098-55589591	20	1.91	1.24	0.48	35164	0
dmpp_list	CG	20	0050	chr13:55588098-55589591	20	0.08	0.06	0.01	12196	0
dmpp_list	CG	20	0051	chr4:72047673-72048201	20	0.07	0.06	0.01	12428	0
ballc	CG	20	0051	chr4:72047673-72048201	20	1.81	1.22	0.49	35112	0
ballc	CG	20	0052	chr5:15449680-15450643	20	1.82	1.27	0.44	35140	0
dmpp_list	CG	20	0052	chr5:15449680-15450643	20	0.08	0.07	0.00	12452	0
dmpp_list	CG	20	0053	chr8:11955567-11956074	20	0.08	0.06	0.01	12388	0
ballc	CG	20	0053	chr8:11955567-11956074	20	1.79	1.25	0.42	35152	0
ballc	CG	20	0054	chr10:123671691-123674480	20	1.80	1.24	0.43	35164	0
dmpp_list	CG	20	0054	chr10:123671691-123674480	20	0.08	0.06	0.01	12688	0
dmpp_list	CG	20	0055	chr18:70005736-70006080	20	0.08	0.06	0.01	12536	0
ballc	CG	20	0055	chr18:70005736-70006080	20	1.88	1.28	0.44	35140	0
ballc	CG	20	0056	chr6:126560209-126560748	20	1.89	1.16	0.46	35148	0
dmpp_list	CG	20	0056	chr6:126560209-126560748	20	0.08	0.07	0.01	14504	0
dmpp_list	CG	20	0057	chr6:168472624-168474551	20	0.07	0.05	0.01	14464	0
ballc	CG	20	0057	chr6:168472624-168474551	20	1.82	1.21	0.45	35148	0
ballc	CG	20	0058	chr8:3472697-3473159	20	1.86	1.23	0.42	35100	0
dmpp_list	CG	20	0058	chr8:3472697-3473159	20	0.07	0.06	0.01	12460	0
dmpp_list	CG	20	0059	chr19:28344343-28346016	20	0.06	0.05	0.01	14436	0
ballc	CG	20	0059	chr19:28344343-28346016	20	1.43	0.91	0.38	35152	0
ballc	CG	20	0060	chr9:20562981-20563797	20	1.43	0.92	0.36	35228	0
dmpp_list	CG	20	0060	chr9:20562981-20563797	20	0.05	0.05	0.00	14488	0
dmpp_list	CG	20	0061	chr8:136221145-136222235	20	0.05	0.04	0.00	14516	0
ballc	CG	20	0061	chr8:136221145-136222235	20	1.38	0.91	0.37	35144	0
ballc	CG	20	0062	chr12:5622945-5623319	20	1.38	0.91	0.37	35160	0
dmpp_list	CG	20	0062	chr12:5622945-5623319	20	0.05	0.04	0.01	12400	0
dmpp_list	CG	20	0063	chr4:19164070-19165278	20	0.06	0.04	0.01	12448	0
ballc	CG	20	0063	chr4:19164070-19165278	20	1.40	0.88	0.40	35152	0
ballc	CG	20	0064	chr9:9458902-9461863	20	1.39	0.90	0.37	35180	0
dmpp_list	CG	20	0064	chr9:9458902-9461863	20	0.05	0.04	0.01	12672	0
dmpp_list	CG	20	0065	chr7:126955811-126958406	20	0.05	0.04	0.00	12400	0
ballc	CG	20	0065	chr7:126955811-126958406	20	1.44	0.91	0.37	35152	0
ballc	CG	20	0066	chrX:130119041-130119207	20	1.40	0.88	0.39	35180	0
dmpp_list	CG	20	0066	chrX:130119041-130119207	20	0.06	0.05	0.00	14584	0
dmpp_list	CG	20	0067	chr7:27111485-27111903	20	0.05	0.04	0.01	12496	0
ballc	CG	20	0067	chr7:27111485-27111903	20	1.43	0.87	0.41	35196	0
ballc	CG	20	0068	chr1:73519185-73519932	20	1.37	0.89	0.37	35136	0
dmpp_list	CG	20	0068	chr1:73519185-73519932	20	0.21	0.04	0.01	14408	0
dmpp_list	CG	20	0069	chr18:50268597-50268728	20	0.11	0.04	0.01	12472	0
ballc	CG	20	0069	chr18:50268597-50268728	20	1.40	0.88	0.40	35088	0
ballc	CG	20	0070	chr6:51492948-51493393	20	1.37	0.88	0.39	35112	0
dmpp_list	CG	20	0070	chr6:51492948-51493393	20	0.05	0.04	0.01	12432	0
dmpp_list	CG	20	0071	chr6:50817231-50817460	20	0.06	0.05	0.00	12388	0
ballc	CG	20	0071	chr6:50817231-50817460	20	1.35	0.92	0.35	35116	0
ballc	CG	20	0072	chr18:5427768-5427951	20	1.40	0.91	0.36	35124	0
dmpp_list	CG	20	0072	chr18:5427768-5427951	20	0.15	0.04	0.01	12692	0
dmpp_list	CG	20	0073	chr7:53525475-53525834	20	0.05	0.04	0.00	12532	0
ballc	CG	20	0073	chr7:53525475-53525834	20	1.37	0.91	0.36	35096	0
ballc	CG	20	0074	chr20:61695399-61695722	20	1.37	0.90	0.38	35116	0
dmpp_list	CG	20	0074	chr20:61695399-61695722	20	0.08	0.04	0.00	12460	0
dmpp_list	CG	20	0075	chr10:18400909-18401323	20	0.08	0.04	0.01	12500	0
ballc	CG	20	0075	chr10:18400909-18401323	20	1.37	0.87	0.40	35156	0
ballc	CG	20	0076	chr12:123391597-123392259	20	1.38	0.87	0.41	35152	0
dmpp_list	CG	20	0076	chr12:123391597-123392259	20	0.05	0.04	0.01	14428	0
dmpp_list	CG	20	0077	chr13:110308769-110308902	20	0.09	0.04	0.01	12436	0
ballc	CG	20	0077	chr13:110308769-110308902	20	1.38	0.87	0.41	35116	0
ballc	CG	20	0078	chr4:44354342-44357413	20	1.40	0.90	0.38	35140	0
dmpp_list	CG	20	0078	chr4:44354342-44357413	20	0.05	0.04	0.00	14480	0
dmpp_list	CG	20	0079	chr2:48901985-48904986	20	0.05	0.05	0.00	14560	0
ballc	CG	20	0079	chr2:48901985-48904986	20	1.37	0.90	0.38	35144	0
ballc	CG	20	0080	chr13:82821299-82821513	20	1.39	0.92	0.36	35112	0
dmpp_list	CG	20	0080	chr13:82821299-82821513	20	0.09	0.04	0.01	12492	0
dmpp_list	CG	20	0081	chr6:7200983-7201712	20	0.06	0.04	0.01	12648	0
ballc	CG	20	0081	chr6:7200983-7201712	20	1.39	0.91	0.37	35148	0
ballc	CG	20	0082	chr16:35473551-35474428	20	1.37	0.90	0.38	35132	0
dmpp_list	CG	20	0082	chr16:35473551-35474428	20	0.07	0.05	0.00	12472	0
dmpp_list	CG	20	0083	chr1:13233364-13233554	20	0.20	0.04	0.01	12428	0
ballc	CG	20	0083	chr1:13233364-13233554	20	1.29	0.90	0.38	35136	0
ballc	CG	20	0084	chr12:53677129-53677640	20	1.38	0.91	0.37	35164	0
dmpp_list	CG	20	0084	chr12:53677129-53677640	20	0.08	0.05	0.00	14572	0
dmpp_list	CG	20	0085	chr7:153566888-153570225	20	0.05	0.04	0.01	14564	0
ballc	CG	20	0085	chr7:153566888-153570225	20	1.36	0.93	0.35	35156	0
ballc	CG	20	0086	chr12:11727290-11727741	20	1.38	0.90	0.36	35148	0
dmpp_list	CG	20	0086	chr12:11727290-11727741	20	0.08	0.04	0.01	14476	0
dmpp_list	CG	20	0087	chr13:107546191-107546670	20	0.06	0.04	0.00	12688	0
ballc	CG	20	0087	chr13:107546191-107546670	20	1.40	0.88	0.41	35192	0
ballc	CG	20	0088	chr8:72834326-72834875	20	1.38	0.89	0.39	35148	0
dmpp_list	CG	20	0088	chr8:72834326-72834875	20	0.05	0.04	0.00	14464	0
dmpp_list	CG	20	0089	chr17:56105181-56105412	20	0.11	0.04	0.01	12388	0
ballc	CG	20	0089	chr17:56105181-56105412	20	1.38	0.90	0.37	35088	0
ballc	CG	20	0090	chr7:52514751-52515858	20	1.37	0.88	0.39	35136	0
dmpp_list	CG	20	0090	chr7:52514751-52515858	20	0.05	0.04	0.00	12400	0
dmpp_list	CG	20	0091	chr18:25400148-25400486	20	0.08	0.04	0.01	14468	0
ballc	CG	20	0091	chr18:25400148-25400486	20	1.41	0.87	0.38	35144	0
ballc	CG	20	0092	chr14:83475221-83478226	20	1.38	0.92	0.35	35184	0
dmpp_list	CG	20	0092	chr14:83475221-83478226	20	0.05	0.04	0.01	12452	0
dmpp_list	CG	20	0093	chr20:55530845-55534227	20	0.06	0.04	0.01	14516	0
ballc	CG	20	0093	chr20:55530845-55534227	20	1.39	0.93	0.34	35160	0
ballc	CG	20	0094	chr5:68250344-68251453	20	1.40	0.91	0.37	35200	0
dmpp_list	CG	20	0094	chr5:68250344-68251453	20	0.05	0.04	0.00	14480	0
dmpp_list	CG	20	0095	chr19:53584341-53585579	20	0.05	0.04	0.01	12692	0
ballc	CG	20	0095	chr19:53584341-53585579	20	1.37	0.89	0.38	35148	0
ballc	CG	20	0096	chr4:46269607-46271784	20	1.40	0.90	0.37	35164	0
dmpp_list	CG	20	0096	chr4:46269607-46271784	20	0.05	0.05	0.00	12528	0
dmpp_list	CG	20	0097	chr7:32211625-32212362	20	0.05	0.04	0.01	14472	0
ballc	CG	20	0097	chr7:32211625-32212362	20	1.39	0.90	0.36	35120	0
ballc	CG	20	0098	chr18:1119195-1120276	20	1.38	0.90	0.36	35148	0
dmpp_list	CG	20	0098	chr18:1119195-1120276	20	0.07	0.04	0.00	12524	0
dmpp_list	CG	20	0099	chr10:44387560-44387653	20	0.16	0.04	0.00	12396	0
ballc	CG	20	0099	chr10:44387560-44387653	20	1.38	0.91	0.35	35120	0
ballc	CG	20	0100	chr1:236713100-236713431	20	1.39	0.93	0.35	35108	0
dmpp_list	CG	20	0100	chr1:236713100-236713431	20	0.06	0.04	0.00	14476	0
dmpp_list	CG	500	0001	chr18:60904687-60905329	500	10.85	1.85	0.12	15008	0
ballc	CG	500	0001	chr18:60904687-60905329	500	48.71	34.65	11.21	35204	0
ballc	CG	500	0002	chr7:129102492-129103257	500	51.94	35.70	12.15	35240	0
dmpp_list	CG	500	0002	chr7:129102492-129103257	500	1.87	1.66	0.10	13328	0
dmpp_list	CG	500	0003	chr10:80986092-80987802	500	7.12	1.69	0.11	15156	0
ballc	CG	500	0003	chr10:80986092-80987802	500	50.80	35.83	11.66	35240	0
ballc	CG	500	0004	chr7:73004751-73004968	500	49.94	34.96	11.23	35204	0
dmpp_list	CG	500	0004	chr7:73004751-73004968	500	1.77	1.67	0.07	15140	0
dmpp_list	CG	500	0005	chr19:54565849-54566796	500	5.46	1.63	0.10	13076	0
ballc	CG	500	0005	chr19:54565849-54566796	500	46.37	35.09	10.82	35180	0
ballc	CG	500	0006	chr9:100907369-100908413	500	49.80	35.44	10.85	35212	0
dmpp_list	CG	500	0006	chr9:100907369-100908413	500	1.81	1.66	0.10	13104	0
dmpp_list	CG	500	0007	chr6:62666358-62666693	500	1.76	1.66	0.07	13040	0
ballc	CG	500	0007	chr6:62666358-62666693	500	49.51	34.70	11.01	35228	0
ballc	CG	500	0008	chr8:4995081-4995181	500	49.62	35.09	10.97	35244	0
dmpp_list	CG	500	0008	chr8:4995081-4995181	500	1.81	1.70	0.08	15168	0
dmpp_list	CG	500	0009	chr5:2250505-2250695	500	1.79	1.69	0.07	13084	0
ballc	CG	500	0009	chr5:2250505-2250695	500	49.66	35.26	10.92	35220	0
ballc	CG	500	0010	chr11:92883107-92883298	500	49.41	34.92	10.78	35220	0
dmpp_list	CG	500	0010	chr11:92883107-92883298	500	5.47	1.67	0.10	13088	0
dmpp_list	CG	500	0011	chr11:25599990-25600068	500	5.02	1.65	0.12	15128	0
ballc	CG	500	0011	chr11:25599990-25600068	500	48.95	34.60	10.80	35188	0
ballc	CG	500	0012	chr11:58972007-58972930	500	49.11	35.35	10.63	35244	0
dmpp_list	CG	500	0012	chr11:58972007-58972930	500	2.23	1.70	0.09	15112	0
dmpp_list	CG	500	0013	chr8:10777349-10777787	500	1.71	1.59	0.09	15384	0
ballc	CG	500	0013	chr8:10777349-10777787	500	48.56	34.69	10.29	35204	0
ballc	CG	500	0014	chr5:135132025-135132550	500	49.36	35.34	10.39	35188	0
dmpp_list	CG	500	0014	chr5:135132025-135132550	500	1.75	1.64	0.08	15092	0
dmpp_list	CG	500	0015	chr22:45017786-45018409	500	5.12	1.59	0.11	13092	0
ballc	CG	500	0015	chr22:45017786-45018409	500	49.38	35.13	10.88	35248	0
ballc	CG	500	0016	chr14:25520941-25521563	500	49.39	34.81	10.62	35212	0
dmpp_list	CG	500	0016	chr14:25520941-25521563	500	5.49	1.69	0.11	15372	0
dmpp_list	CG	500	0017	chr5:175048343-175048570	500	1.78	1.65	0.09	15036	0
ballc	CG	500	0017	chr5:175048343-175048570	500	49.91	35.34	10.65	35236	0
ballc	CG	500	0018	chr3:34346374-34347822	500	48.40	34.35	10.54	35236	0
dmpp_list	CG	500	0018	chr3:34346374-34347822	500	2.86	1.67	0.10	15128	0
dmpp_list	CG	500	0019	chr16:27056092-27058943	500	5.22	1.70	0.12	13156	0
ballc	CG	500	0019	chr16:27056092-27058943	500	47.82	34.02	10.23	35236	0
ballc	CG	500	0020	chr21:46591012-46594063	500	47.75	33.50	10.40	35216	0
dmpp_list	CG	500	0020	chr21:46591012-46594063	500	1.54	1.07	0.11	14964	0
dmpp_list	CG	500	0021	chr3:140475747-140476554	500	4.56	1.67	0.10	14928	0
ballc	CG	500	0021	chr3:140475747-140476554	500	46.91	33.35	10.35	35240	0
ballc	CG	500	0022	chr1:221680909-221682657	500	47.85	33.65	10.25	35196	0
dmpp_list	CG	500	0022	chr1:221680909-221682657	500	6.55	1.64	0.09	13172	0
dmpp_list	CG	500	0023	chr16:26123069-26123622	500	2.46	1.60	0.09	15380	0
ballc	CG	500	0023	chr16:26123069-26123622	500	47.76	33.77	10.15	35228	0
ballc	CG	500	0024	chr14:85913918-85914615	500	47.00	33.16	10.43	35216	0
dmpp_list	CG	500	0024	chr14:85913918-85914615	500	3.44	1.71	0.09	15172	0
dmpp_list	CG	500	0025	chr2:65030383-65030570	500	4.26	1.68	0.11	15072	0
ballc	CG	500	0025	chr2:65030383-65030570	500	47.29	33.18	10.32	35192	0
ballc	CG	500	0026	chr11:79348942-79349508	500	47.69	33.69	10.15	35208	0
dmpp_list	CG	500	0026	chr11:79348942-79349508	500	2.68	1.68	0.10	15076	0
dmpp_list	CG	500	0027	chr20:26276905-26277145	500	4.53	1.63	0.12	13132	0
ballc	CG	500	0027	chr20:26276905-26277145	500	45.96	32.74	9.91	35192	0
ballc	CG	500	0028	chr6:65980861-65985996	500	48.24	33.75	10.59	35232	0
dmpp_list	CG	500	0028	chr6:65980861-65985996	500	1.78	1.69	0.06	15108	0
dmpp_list	CG	500	0029	chr12:118715386-118717440	500	4.12	1.60	0.11	15208	0
ballc	CG	500	0029	chr12:118715386-118717440	500	47.07	33.26	10.35	35236	0
ballc	CG	500	0030	chr7:67595333-67595734	500	47.14	33.35	10.16	35204	0
dmpp_list	CG	500	0030	chr7:67595333-67595734	500	1.80	1.63	0.07	15184	0
dmpp_list	CG	500	0031	chr11:57989487-57990002	500	1.75	1.59	0.06	15136	0
ballc	CG	500	0031	chr11:57989487-57990002	500	47.34	33.22	10.09	35220	0
ballc	CG	500	0032	chr19:23909741-23914442	500	46.97	33.37	9.91	35240	0
dmpp_list	CG	500	0032	chr19:23909741-23914442	500	5.28	1.68	0.12	15072	0
dmpp_list	CG	500	0033	chr11:127370712-127372744	500	2.02	1.62	0.11	15364	0
ballc	CG	500	0033	chr11:127370712-127372744	500	47.04	33.43	10.27	35224	0
ballc	CG	500	0034	chr2:40967444-40967745	500	46.96	32.95	10.14	35208	0
dmpp_list	CG	500	0034	chr2:40967444-40967745	500	2.75	1.71	0.09	13092	0
dmpp_list	CG	500	0035	chr10:3813894-3814451	500	2.13	1.66	0.12	14944	0
ballc	CG	500	0035	chr10:3813894-3814451	500	47.19	33.32	10.22	35196	0
ballc	CG	500	0036	chr15:98348879-98349258	500	47.29	33.39	10.47	35212	0
dmpp_list	CG	500	0036	chr15:98348879-98349258	500	3.89	1.66	0.11	15160	0
dmpp_list	CG	500	0037	chr4:2798992-2799189	500	3.38	1.70	0.10	13112	0
ballc	CG	500	0037	chr4:2798992-2799189	500	47.37	33.11	10.39	35204	0
ballc	CG	500	0038	chr7:147213115-147214169	500	47.11	33.43	10.31	35208	0
dmpp_list	CG	500	0038	chr7:147213115-147214169	500	1.77	1.69	0.06	15172	0
dmpp_list	CG	500	0039	chr11:132609364-132610559	500	1.79	1.55	0.08	15128	0
ballc	CG	500	0039	chr11:132609364-132610559	500	42.14	29.22	9.55	35208	0
ballc	CG	500	0040	chr18:53505240-53506718	500	34.31	22.61	8.50	35204	0
dmpp_list	CG	500	0040	chr18:53505240-53506718	500	4.11	1.14	0.07	15068	0
dmpp_list	CG	500	0041	chr7:142155340-142155941	500	1.22	1.13	0.06	15208	0
ballc	CG	500	0041	chr7:142155340-142155941	500	31.63	22.79	8.38	35172	0
ballc	CG	500	0042	chr8:93258272-93259554	500	35.74	22.87	8.85	35204	0
dmpp_list	CG	500	0042	chr8:93258272-93259554	500	1.20	1.13	0.05	13240	0
dmpp_list	CG	500	0043	chrX:56913054-56913738	500	1.21	1.13	0.06	13100	0
ballc	CG	500	0043	chrX:56913054-56913738	500	35.35	22.71	8.56	35216	0
ballc	CG	500	0044	chr6:124143967-124145005	500	34.80	22.68	8.47	35236	0
dmpp_list	CG	500	0044	chr6:124143967-124145005	500	1.27	1.12	0.08	15360	0
dmpp_list	CG	500	0045	chr12:57609991-57611227	500	2.45	1.11	0.10	15136	0
ballc	CG	500	0045	chr12:57609991-57611227	500	35.21	22.78	8.24	35212	0
ballc	CG	500	0046	chr5:16416167-16417731	500	34.60	22.71	8.44	35224	0
dmpp_list	CG	500	0046	chr5:16416167-16417731	500	1.21	1.14	0.05	15160	0
dmpp_list	CG	500	0047	chrX:33732914-33733256	500	1.21	1.13	0.07	15108	0
ballc	CG	500	0047	chrX:33732914-33733256	500	35.15	22.70	8.38	35192	0
ballc	CG	500	0048	chr20:7208269-7209333	500	34.32	22.80	8.26	35224	0
dmpp_list	CG	500	0048	chr20:7208269-7209333	500	3.47	1.14	0.08	15156	0
dmpp_list	CG	500	0049	chr2:236818024-236818461	500	3.17	1.12	0.08	15076	0
ballc	CG	500	0049	chr2:236818024-236818461	500	34.87	22.75	8.40	35208	0
ballc	CG	500	0050	chr13:55588098-55589591	500	34.54	22.91	8.28	35240	0
dmpp_list	CG	500	0050	chr13:55588098-55589591	500	2.20	1.14	0.08	15376	0
dmpp_list	CG	500	0051	chr4:72047673-72048201	500	1.30	1.13	0.07	15068	0
ballc	CG	500	0051	chr4:72047673-72048201	500	34.47	22.86	8.19	35200	0
ballc	CG	500	0052	chr5:15449680-15450643	500	34.27	22.80	8.24	35212	0
dmpp_list	CG	500	0052	chr5:15449680-15450643	500	1.20	1.12	0.06	15108	0
dmpp_list	CG	500	0053	chr8:11955567-11956074	500	1.20	1.11	0.07	15144	0
ballc	CG	500	0053	chr8:11955567-11956074	500	35.27	22.71	8.32	35212	0
ballc	CG	500	0054	chr10:123671691-123674480	500	34.71	23.06	8.30	35232	0
dmpp_list	CG	500	0054	chr10:123671691-123674480	500	1.79	1.12	0.08	15128	0
dmpp_list	CG	500	0055	chr18:70005736-70006080	500	1.79	1.13	0.09	13104	0
ballc	CG	500	0055	chr18:70005736-70006080	500	35.13	22.77	8.45	35212	0
ballc	CG	500	0056	chr6:126560209-126560748	500	36.04	22.83	8.30	35200	0
dmpp_list	CG	500	0056	chr6:126560209-126560748	500	1.20	1.14	0.05	15332	0
dmpp_list	CG	500	0057	chr6:168472624-168474551	500	1.08	1.01	0.06	13168	0
ballc	CG	500	0057	chr6:168472624-168474551	500	36.40	22.94	8.46	35224	0
ballc	CG	500	0058	chr8:3472697-3473159	500	35.80	22.65	8.45	35208	0
dmpp_list	CG	500	0058	chr8:3472697-3473159	500	1.43	1.12	0.05	15380	0
dmpp_list	CG	500	0059	chr19:28344343-28346016	500	1.24	1.12	0.06	15168	0
ballc	CG	500	0059	chr19:28344343-28346016	500	36.56	23.08	8.48	35224	0
ballc	CG	500	0060	chr9:20562981-20563797	500	35.72	22.73	8.88	35208	0
dmpp_list	CG	500	0060	chr9:20562981-20563797	500	1.22	1.13	0.06	13176	0
dmpp_list	CG	500	0061	chr8:136221145-136222235	500	1.22	1.12	0.07	13348	0
ballc	CG	500	0061	chr8:136221145-136222235	500	35.61	22.68	8.38	35232	0
ballc	CG	500	0062	chr12:5622945-5623319	500	35.54	22.79	8.53	35208	0
dmpp_list	CG	500	0062	chr12:5622945-5623319	500	1.27	1.13	0.06	13332	0
dmpp_list	CG	500	0063	chr4:19164070-19165278	500	2.07	1.12	0.10	13092	0
ballc	CG	500	0063	chr4:19164070-19165278	500	36.03	22.84	8.43	35208	0
ballc	CG	500	0064	chr9:9458902-9461863	500	35.33	22.96	8.36	35236	0
dmpp_list	CG	500	0064	chr9:9458902-9461863	500	1.21	1.14	0.05	13168	0
dmpp_list	CG	500	0065	chr7:126955811-126958406	500	1.21	1.13	0.06	15144	0
ballc	CG	500	0065	chr7:126955811-126958406	500	36.08	23.03	8.29	35228	0
ballc	CG	500	0066	chrX:130119041-130119207	500	36.57	23.20	8.89	35180	0
dmpp_list	CG	500	0066	chrX:130119041-130119207	500	1.21	1.14	0.05	13344	0
dmpp_list	CG	500	0067	chr7:27111485-27111903	500	1.20	1.12	0.06	13348	0
ballc	CG	500	0067	chr7:27111485-27111903	500	39.58	24.58	10.44	35196	0
ballc	CG	500	0068	chr1:73519185-73519932	500	38.61	24.08	10.02	35212	0
dmpp_list	CG	500	0068	chr1:73519185-73519932	500	7.11	1.17	0.08	13116	0
dmpp_list	CG	500	0069	chr18:50268597-50268728	500	3.05	1.12	0.09	13100	0
ballc	CG	500	0069	chr18:50268597-50268728	500	39.02	24.22	10.09	35196	0
ballc	CG	500	0070	chr6:51492948-51493393	500	35.85	23.02	8.86	35196	0
dmpp_list	CG	500	0070	chr6:51492948-51493393	500	1.24	1.15	0.05	13088	0
dmpp_list	CG	500	0071	chr6:50817231-50817460	500	1.26	1.12	0.07	13168	0
ballc	CG	500	0071	chr6:50817231-50817460	500	35.01	22.77	8.63	35188	0
ballc	CG	500	0072	chr18:5427768-5427951	500	34.46	22.83	8.32	35220	0
dmpp_list	CG	500	0072	chr18:5427768-5427951	500	3.44	1.12	0.08	15384	0
dmpp_list	CG	500	0073	chr7:53525475-53525834	500	1.31	1.14	0.06	15112	0
ballc	CG	500	0073	chr7:53525475-53525834	500	35.89	22.72	8.43	35208	0
ballc	CG	500	0074	chr20:61695399-61695722	500	35.32	22.65	8.44	35208	0
dmpp_list	CG	500	0074	chr20:61695399-61695722	500	1.76	1.09	0.10	15104	0
dmpp_list	CG	500	0075	chr10:18400909-18401323	500	1.96	1.12	0.08	15072	0
ballc	CG	500	0075	chr10:18400909-18401323	500	35.75	22.81	8.37	35212	0
ballc	CG	500	0076	chr12:123391597-123392259	500	37.01	22.85	8.37	35200	0
dmpp_list	CG	500	0076	chr12:123391597-123392259	500	1.20	1.13	0.05	15368	0
dmpp_list	CG	500	0077	chr13:110308769-110308902	500	2.13	1.12	0.08	15064	0
ballc	CG	500	0077	chr13:110308769-110308902	500	37.17	22.81	8.74	35212	0
ballc	CG	500	0078	chr4:44354342-44357413	500	35.88	22.80	8.38	35216	0
dmpp_list	CG	500	0078	chr4:44354342-44357413	500	1.77	1.13	0.09	15136	0
dmpp_list	CG	500	0079	chr2:48901985-48904986	500	1.23	1.14	0.06	15064	0
ballc	CG	500	0079	chr2:48901985-48904986	500	36.54	23.03	8.67	35220	0
ballc	CG	500	0080	chr13:82821299-82821513	500	35.82	22.73	8.56	35240	0
dmpp_list	CG	500	0080	chr13:82821299-82821513	500	1.94	1.13	0.08	13168	0
dmpp_list	CG	500	0081	chr6:7200983-7201712	500	1.23	1.14	0.05	13100	0
ballc	CG	500	0081	chr6:7200983-7201712	500	36.29	22.97	8.73	35208	0
ballc	CG	500	0082	chr16:35473551-35474428	500	35.97	22.67	8.89	35196	0
dmpp_list	CG	500	0082	chr16:35473551-35474428	500	1.36	1.14	0.06	13124	0
dmpp_list	CG	500	0083	chr1:13233364-13233554	500	6.80	1.13	0.08	13084	0
ballc	CG	500	0083	chr1:13233364-13233554	500	32.37	22.95	8.60	35164	0
ballc	CG	500	0084	chr12:53677129-53677640	500	35.79	22.69	8.79	35196	0
dmpp_list	CG	500	0084	chr12:53677129-53677640	500	1.85	1.12	0.07	13136	0
dmpp_list	CG	500	0085	chr7:153566888-153570225	500	1.22	1.12	0.06	13112	0
ballc	CG	500	0085	chr7:153566888-153570225	500	36.69	23.11	8.65	35236	0
ballc	CG	500	0086	chr12:11727290-11727741	500	35.79	22.83	8.64	35232	0
dmpp_list	CG	500	0086	chr12:11727290-11727741	500	1.53	1.14	0.06	13108	0
dmpp_list	CG	500	0087	chr13:107546191-107546670	500	1.35	1.13	0.07	13068	0
ballc	CG	500	0087	chr13:107546191-107546670	500	36.06	22.67	8.73	35244	0
ballc	CG	500	0088	chr8:72834326-72834875	500	35.97	22.85	8.43	35216	0
dmpp_list	CG	500	0088	chr8:72834326-72834875	500	1.20	1.13	0.05	15124	0
dmpp_list	CG	500	0089	chr17:56105181-56105412	500	2.63	1.13	0.08	15124	0
ballc	CG	500	0089	chr17:56105181-56105412	500	35.90	22.76	8.53	35212	0
ballc	CG	500	0090	chr7:52514751-52515858	500	35.25	23.04	8.21	35216	0
dmpp_list	CG	500	0090	chr7:52514751-52515858	500	1.20	1.13	0.05	13028	0
dmpp_list	CG	500	0091	chr18:25400148-25400486	500	1.45	1.13	0.06	13092	0
ballc	CG	500	0091	chr18:25400148-25400486	500	36.20	22.88	8.54	35184	0
ballc	CG	500	0092	chr14:83475221-83478226	500	35.91	22.88	8.53	35236	0
dmpp_list	CG	500	0092	chr14:83475221-83478226	500	1.52	1.15	0.04	15136	0
dmpp_list	CG	500	0093	chr20:55530845-55534227	500	1.75	1.11	0.09	13120	0
ballc	CG	500	0093	chr20:55530845-55534227	500	36.32	22.88	8.44	35212	0
ballc	CG	500	0094	chr5:68250344-68251453	500	35.68	22.79	8.49	35220	0
dmpp_list	CG	500	0094	chr5:68250344-68251453	500	1.20	1.12	0.06	13080	0
dmpp_list	CG	500	0095	chr19:53584341-53585579	500	1.23	1.11	0.07	13120	0
ballc	CG	500	0095	chr19:53584341-53585579	500	37.23	22.89	8.69	35228	0
ballc	CG	500	0096	chr4:46269607-46271784	500	35.82	22.79	8.84	35212	0
dmpp_list	CG	500	0096	chr4:46269607-46271784	500	1.21	1.13	0.05	13116	0
dmpp_list	CG	500	0097	chr7:32211625-32212362	500	1.19	1.12	0.06	13080	0
ballc	CG	500	0097	chr7:32211625-32212362	500	36.47	22.94	8.52	35208	0
ballc	CG	500	0098	chr18:1119195-1120276	500	36.18	22.83	8.90	35188	0
dmpp_list	CG	500	0098	chr18:1119195-1120276	500	1.64	1.10	0.07	13132	0
dmpp_list	CG	500	0099	chr10:44387560-44387653	500	3.24	1.13	0.09	13080	0
ballc	CG	500	0099	chr10:44387560-44387653	500	36.63	22.76	8.84	35188	0
ballc	CG	500	0100	chr1:236713100-236713431	500	36.14	22.89	8.62	35220	0
dmpp_list	CG	500	0100	chr1:236713100-236713431	500	1.45	1.13	0.06	13128	0
dmpp_list	CG	50	0001	chr18:60904687-60905329	50	0.81	0.18	0.01	12856	0
ballc	CG	50	0001	chr18:60904687-60905329	50	5.27	3.42	1.07	35168	0
ballc	CG	50	0002	chr7:129102492-129103257	50	4.63	3.47	1.09	35216	0
dmpp_list	CG	50	0002	chr7:129102492-129103257	50	0.22	0.19	0.02	12744	0
dmpp_list	CG	50	0003	chr10:80986092-80987802	50	0.55	0.19	0.02	12700	0
